SrNo,MenuName,Icon,ISDDM,AccessTo,ControllerName,ActionName,IsActive,EntryBy,EntryDate,Position
22,Approval,"<i class=""fas fa-clipboard-check""></i>
",True,,,,True,p200002,2021-10-05 12:17:12.037,3.0
409,,,,23.0,Invoice,ApproveInvoice,True,PIS03082,2022-11-10 14:15:08.707,
123,,,,28.0,ProjectAnalysis,Approve_ProjectRunning,True,PIS200002,2021-11-29 15:01:03.783,
98,,,,10.0,ProjectFragmentation,Create,True,PIS200002,2021-11-26 15:40:43.893,
52,,,,13.0,Project_NBA,Create,True,p200002,2021-10-05 18:08:56.617,
344,,,,17.0,Support,AddUserToCognito,True,PIS03082,2022-08-24 11:43:34.413,
194,,,,10.0,ProjectExecn,ChangeRequest,True,PIS02419,2021-12-28 12:08:38.757,
497,,,,14.0,Support,AddUserToCognito,True,PIS02419,2023-06-09 14:50:38.777,
502,,,,14.0,Support,ResetBulkUserToCognito,True,PIS02419,2023-06-09 14:53:14.970,
322,,,,17.0,Addin,UsagebyAddin,True,PIS02419,2022-05-12 15:38:57.680,
225,,,,35.0,ResourceTrnsfr_Prmnt,Details,True,PIS02419,2022-01-15 17:20:06.637,
326,,,,23.0,Invoice,wildcard_Export,True,PIS02069,2022-05-21 13:57:25.190,
525,,,,10.0,ClashCoordination,ClashGroup,True,PIS03082,2023-08-17 19:11:56.967,
496,,,,37.0,TeamMemberActivity,viewqualityScore,True,PIS03082,2023-05-31 17:45:58.367,
221,,,,27.0,ResourceTrnsfr_Prmnt,Details,True,PIS02419,2022-01-15 17:20:06.543,
109,,,,10.0,ResourceTrnsfr_Prmnt,Details,True,PIS200002,2021-11-26 16:28:01.733,
171,,,,11.0,ILReports,Index,True,PIS200002,2021-12-03 10:56:10.483,
189,Addin Mapping,"<i class=""fa fa-book""></i>",False,34.0,Addin_Declaration,Wildcard_AddinMapping,True,PIS02419,2021-12-27 12:59:00.073,
505,,,,23.0,Invoice,InvoiceMonthWise,True,PIS03082,2023-06-15 16:07:22.053,
450,,,,11.0,RFI,CloseRFI,True,PIS02419,2023-02-20 19:48:52.963,
172,,,,13.0,ILReports,Index,True,PIS200002,2021-12-03 10:56:10.543,
314,,,,28.0,COE,CopyData,True,pis02419,2022-04-22 14:44:28.750,
146,,,,15.0,ProjectProfile,getIP,True,PIS200002,2021-12-02 12:52:54.700,
480,,,,,,,,PIS03082,2023-05-25 14:23:15.937,
116,,,,13.0,Addin_Declaration,Delete,True,PIS200002,2021-11-26 17:26:32.590,
168,,,,13.0,TeamMemberActivity,Edit,True,PIS200002,2021-12-02 18:40:32.213,
267,,,,17.0,Support,ExportTrail,True,PIS200002,2022-02-07 18:06:40.623,
434,,,,23.0,Invoice,ApproveInvoicePrev,True,PIS03082,2022-12-28 11:52:27.130,
117,,,,11.0,OutputRegister,Create,True,PIS200002,2021-11-26 17:31:14.830,
463,,,,10.0,RFI,RFILIst,True,PIS03082,2023-04-15 14:12:20.997,
145,,,,15.0,ProjectProfile,GetCodeInt,True,PIS200002,2021-12-02 12:50:39.653,
210,,,,37.0,ResourceTrnsfr_Prmnt,Index,True,PIS02419,2022-01-15 17:15:49.407,
229,,,,21.0,ResourceTransfer,Delete,True,PIS02419,2022-01-19 14:21:33.743,
275,,,,11.0,OutputRegister,SubmissionDate,True,PIS02419,2022-02-08 12:14:37.840,
334,,,,33.0,ResourceTrnsfr_Prmnt,saveUptoDate,True,PIS02419,2022-05-26 17:51:34.230,
430,,,,36.0,ProjectDetails,Health,True,PIS02419,2022-12-27 12:22:37.800,
380,Master Review Parameter,"<i class=""icon-arrow-right""></i>",False,28.0,COE,ReviewParameter,True,pis02419,2022-10-12 17:54:28.650,
329,,,,28.0,ResourceTrnsfr_Prmnt,MyBenchMembers,True,PIS02419,2022-05-26 17:51:34.230,
424,,,,17.0,Support,BulkUpdateUserEmail,True,PIS03082,2022-12-20 14:17:14.567,
311,,,,28.0,COE,DeleteSheet,True,PIS02419,2022-03-22 10:51:56.007,
148,,,,10.0,FragmentationDetails,Create,True,PIS200002,2021-12-02 13:09:14.127,
331,,,,10.0,ResourceTrnsfr_Prmnt,saveUptoDate,True,PIS02419,2022-05-26 17:51:34.230,
250,,,,28.0,ResourceTrnsfr_Prmnt,BenchSummary,True,PIS02419,2022-01-25 14:18:46.140,
503,,,,14.0,Support,UploadBulkUserToCognito,True,PIS02419,2023-06-09 14:53:29.203,
246,,,,15.0,ResourceTrnsfr_Prmnt,BenchTrail,True,PIS200002,2022-01-20 18:19:57.530,
152,,,,10.0,ProjectExecn,Del_team_details,True,PIS200002,2021-12-02 14:16:49.693,
449,,,,10.0,RFI,CloseRFI,True,PIS02419,2023-02-20 19:48:52.917,
316,,,,15.0,ProjectProfile,FinishProjectApprovedList,True,PIS02069,2022-04-27 14:36:12.427,
358,,,,36.0,Forum,Index,True,PIS03082,2022-09-07 12:23:26.603,
405,,,,23.0,Invoice,InvoiceGenerator,True,PIS03082,2022-11-10 10:59:12.637,
403,,,,10.0,Invoice,EditInvoice,True,PIS03082,2022-11-08 18:54:52.223,
436,,,,21.0,Dashboard,Biometric,True,PIS02419,2023-01-06 19:14:10.710,
323,,,,17.0,Addin,UsagebyAddins,True,PIS02419,2022-05-12 15:38:57.680,
395,,,,11.0,QC,CheckList,True,PIS02419,2022-11-08 14:28:15.573,
369,,,,23.0,ResourceTrnsfr_Prmnt,CountRevenueDay,True,PIS02419,2022-01-15 17:20:06.513,
132,,,,28.0,Project_Awarding_Data_Sheet,Details,True,PIS200002,2021-11-29 15:29:40.167,
206,,,,28.0,ResourceTrnsfr_Prmnt,Index,True,PIS02419,2022-01-15 17:15:49.310,
337,,,,17.0,Support,RollbackPDH,True,PIS03082,2022-07-12 17:08:06.897,
368,,,,15.0,ResourceTrnsfr_Prmnt,CountRevenueDay,True,PIS02419,2022-01-15 17:20:06.497,
412,,,,23.0,Invoice,ViewInvoiceDetails,True,PIS03082,2022-11-10 14:15:52.480,
509,,,,37.0,Exporter,ApproveInvoiceExporter,True,PIS03082,2023-06-16 16:00:31.220,
388,,,,36.0,ProjectDetails,Browser,True,PIS02419,2022-11-02 14:11:06.553,
261,,,,10.0,Leave,ConsecutiveLeave,True,PIS02069,2022-02-07 10:45:08.050,
506,,,,23.0,Exporter,InvoiceMonthWiseExport,True,PIS03082,2023-06-15 18:02:31.507,
190,,,,37.0,ResourceLoading,Index,True,PIS02419,2021-12-28 11:08:42.130,
161,,,,28.0,AuditPublish2019,publish,True,PIS200002,2021-12-02 16:26:11.400,
224,,,,34.0,ResourceTrnsfr_Prmnt,Details,True,PIS02419,2022-01-15 17:20:06.607,
287,,,,17.0,Support,ProjectProfileDelete,True,PIS03082,2022-02-24 12:31:40.180,
260,,,,35.0,Exporter,ProjectListComm,True,PIS02069,2022-02-07 10:42:07.557,
135,,,,15.0,ProjectDetails,Index,True,PIS200002,2021-11-29 16:54:13.850,
143,,,,10.0,ProjectExecn,Details,True,PIS200002,2021-12-02 12:40:49.460,
461,,,,37.0,TMActivityDetails,efficiency,True,pis02419,2023-04-17 18:17:45.620,
252,,,,10.0,Save_team_details,Del_team_details,True,PIS02419,2022-01-28 18:23:49.413,
431,,,,28.0,Dashboard,ProjectHealth,True,PIS02419,2022-12-27 15:44:28.860,
366,,,,10.0,Support,AddUserToCognitoPDH,True,PIS03082,2022-09-17 08:42:00.750,
150,,,,10.0,EmployeeHourDetails,wilcard_RejectNBA,True,PIS200002,2021-12-02 14:12:49.230,
315,,,,10.0,Invoice,deleteDuplicateInvoice,True,PIS02069,2022-04-26 16:06:50.370,
440,,,,37.0,Dashboard,OverTime,True,PIS03082,2023-01-12 12:39:32.387,
127,,,,28.0,COEAudit2019,Create,True,PIS200002,2021-11-29 15:06:58.963,
399,,,,15.0,ProjectProfile,RejectedContractUpdate,True,PIS03082,2022-11-08 16:03:54.920,
355,,,,36.0,RMReport,MyPDHList,True,PIS03082,2022-09-06 17:05:26.563,
156,Special Access For Sougato,"<i class=""fas fa-clipboard-check""></i>",True,,,,True,PIS200002,2021-12-02 14:35:12.890,
392,,,,11.0,RFI,Index,True,PIS02419,2022-11-04 08:17:17.240,
58,,,,10.0,BackLog,Index,True,p200002,2021-10-07 17:57:47.143,
488,,,,28.0,TeamMemberActivity,printviewqualityScore,True,PIS03082,2023-05-26 14:17:20.447,
81,,,,15.0,State,Create,True,p200002,2021-10-07 18:15:23.103,
313,,,,15.0,ProjectProfile,ProjectDelete,True,PIS02069,2022-04-21 15:53:40.327,
105,,,,10.0,SetEstimatedEndDate,Create,True,PIS200002,2021-11-26 15:55:49.550,
270,,,,10.0,TLProjectReport,GanntPlanningChart,True,PIS02069,2022-02-14 15:53:46.757,
213,,,,27.0,ResourceTransfer,Index,True,PIS02419,2022-01-15 17:16:35.170,
185,,,,28.0,ProjectReview,AddFirstItem,True,PIS200002,2021-12-14 11:20:36.167,
24,Audit,"<i class=""fas fa-file-alt""></i>
",True,,,,True,p200002,2021-10-05 13:05:24.137,
49,,,,11.0,PMViewCompletedActivities,Edit,True,p200002,2021-10-05 18:01:58.780,
40,,,,11.0,Project_AreaZone,DeleteArea,True,p200002,2021-10-05 17:56:07.287,
197,IL Assignment,"<i class=""icon-arrow-right""></i>",True,,,,True,PIS200002,2022-01-06 11:52:36.547,
167,,,,11.0,TeamMemberActivity,Edit,True,PIS200002,2021-12-02 18:40:32.197,
427,,,,13.0,RFI,Create,True,PIS02419,2022-12-20 18:25:51.847,
371,,,,28.0,ResourceTrnsfr_Prmnt,CountRevenueDay,True,PIS02419,2022-01-15 17:20:06.560,
248,,,,29.0,ResourceTrnsfr_Prmnt,BenchTrail,True,PIS200002,2022-01-20 18:19:57.583,
115,,,,11.0,Addin_Declaration,Delete,True,PIS200002,2021-11-26 17:26:32.580,
66,,,,13.0,Addin_Declaration,Details,True,p200002,2021-10-07 17:59:58.687,
268,,,,10.0,Invoice,ApproveCoordinationMeeting,True,PIS02069,2022-02-09 14:28:41.080,
401,,,,15.0,ProjectProfile,RejectContractUpdate,True,PIS03082,2022-11-08 16:04:14.350,
407,,,,13.0,RFI,Details,True,PIS02419,2022-11-10 11:29:56.527,
205,,,,27.0,ResourceTrnsfr_Prmnt,Index,True,PIS02419,2022-01-15 17:15:49.280,
55,,,,11.0,IdleHour,Create,True,p200002,2021-10-05 18:10:00.853,
416,,,,13.0,QC,fillChkList,True,PIS02419,2022-11-23 18:33:37.310,
233,,,,29.0,ResourceTransfer,Delete,True,PIS02419,2022-01-19 14:21:33.837,
312,,,,15.0,ProjectProfile,ProjectProfileDelete,True,PIS02069,2022-04-21 15:51:40.113,
