JST Time,hour_ts,value,energy_consmption
21:06,12:06,66.56,energy_consumption
21:21,12:21,61.5,energy_consumption
21:36,12:36,50.69,energy_consumption
21:51,12:51,64.63,energy_consumption
22:06,13:06,64.33,energy_consumption
22:21,13:21,66.94,energy_consumption
22:36,13:36,67.78,energy_consumption
22:51,13:51,64.18,energy_consumption
23:06,14:06,46.88,energy_consumption
23:21,14:21,35.68,energy_consumption
23:36,14:36,45.14,energy_consumption
23:51,14:51,41.76,energy_consumption
00:06,15:06,59.63,energy_consumption
00:21,15:21,44.19,energy_consumption
00:36,15:36,62.07,energy_consumption
00:51,15:51,57.58,energy_consumption
01:06,16:06,45.8,energy_consumption
01:21,16:21,64.12,energy_consumption
01:36,16:36,40.96,energy_consumption
01:51,16:51,65.04,energy_consumption
02:06,17:06,57.14,energy_consumption
02:21,17:21,63.93,energy_consumption
02:36,17:36,42.08,energy_consumption
02:51,17:51,58.15,energy_consumption
03:06,18:06,55.17,energy_consumption
03:21,18:21,48.71,energy_consumption
03:36,18:36,61.79,energy_consumption
03:51,18:51,82.46,energy_consumption
04:06,19:06,56.09,energy_consumption
04:21,19:21,56.98,energy_consumption
04:36,19:36,60.64,energy_consumption
04:51,19:51,37.21,energy_consumption
05:06,20:06,59.83,energy_consumption
05:21,20:21,49.98,energy_consumption
05:36,20:36,57.87,energy_consumption
05:51,20:51,61.59,energy_consumption
06:06,21:06,37.05,energy_consumption
06:21,21:21,55.5,energy_consumption
06:36,21:36,65.01,energy_consumption
06:51,21:51,43.21,energy_consumption
07:06,22:06,61.77,energy_consumption
07:21,22:21,67.17,energy_consumption
07:36,22:36,62.0,energy_consumption
07:51,22:51,59.34,energy_consumption
08:06,23:06,55.61,energy_consumption
08:21,23:21,53.64,energy_consumption
08:36,23:36,50.45,energy_consumption
08:51,23:51,47.25,energy_consumption
09:06,00:06,55.34,energy_consumption
09:21,00:21,55.3,energy_consumption
09:36,00:36,72.89,energy_consumption
09:51,00:51,43.44,energy_consumption
10:06,01:06,57.2,energy_consumption
10:21,01:21,52.01,energy_consumption
10:36,01:36,70.05,energy_consumption
10:51,01:51,50.2,energy_consumption
11:06,02:06,66.36,energy_consumption
11:21,02:21,68.13,energy_consumption
11:36,02:36,55.34,energy_consumption
11:51,02:51,67.37,energy_consumption
12:06,03:06,65.68,energy_consumption
12:21,03:21,62.8,energy_consumption
12:36,03:36,48.21,energy_consumption
12:51,03:51,48.19,energy_consumption
13:06,04:06,62.87,energy_consumption
13:21,04:21,50.46,energy_consumption
13:36,04:36,44.2,energy_consumption
13:51,04:51,44.47,energy_consumption
14:06,05:06,56.67,energy_consumption
14:21,05:21,46.22,energy_consumption
14:36,05:36,46.95,energy_consumption
14:51,05:51,42.25,energy_consumption
15:06,06:06,57.25,energy_consumption
15:21,06:21,73.21,energy_consumption
15:36,06:36,64.07,energy_consumption
15:51,06:51,59.71,energy_consumption
16:06,07:06,44.17,energy_consumption
16:21,07:21,72.38,energy_consumption
16:36,07:36,59.49,energy_consumption
16:51,07:51,61.15,energy_consumption
17:06,08:06,60.66,energy_consumption
17:21,08:21,58.04,energy_consumption
17:36,08:36,45.45,energy_consumption
17:51,08:51,61.2,energy_consumption
18:06,09:06,70.32,energy_consumption
18:21,09:21,40.82,energy_consumption
18:36,09:36,50.97,energy_consumption
18:51,09:51,62.1,energy_consumption
19:06,10:06,50.44,energy_consumption
19:21,10:21,61.63,energy_consumption
19:36,10:36,44.83,energy_consumption
19:51,10:51,58.52,energy_consumption
20:06,11:06,43.96,energy_consumption
20:21,11:21,68.4,energy_consumption
20:36,11:36,41.05,energy_consumption
20:51,11:51,59.81,energy_consumption
21:06,12:06,45.64,energy_consumption
21:21,12:21,89.88,energy_consumption
21:36,12:36,61.81,energy_consumption
21:51,12:51,61.89,energy_consumption
22:06,13:06,75.25,energy_consumption
22:21,13:21,63.54,energy_consumption
22:36,13:36,58.7,energy_consumption
22:51,13:51,54.86,energy_consumption
23:06,14:06,43.83,energy_consumption
23:21,14:21,55.42,energy_consumption
23:36,14:36,64.47,energy_consumption
23:51,14:51,55.09,energy_consumption
00:06,15:06,12.17,energy_consumption
00:21,15:21,19.93,energy_consumption
00:36,15:36,17.52,energy_consumption
00:51,15:51,16.23,energy_consumption
01:06,16:06,10.15,energy_consumption
01:21,16:21,17.91,energy_consumption
01:36,16:36,15.5,energy_consumption
01:51,16:51,10.59,energy_consumption
02:06,17:06,14.81,energy_consumption
02:21,17:21,14.41,energy_consumption
02:36,17:36,11.3,energy_consumption
02:51,17:51,10.52,energy_consumption
03:06,18:06,22.0,energy_consumption
03:21,18:21,20.87,energy_consumption
03:36,18:36,8.94,energy_consumption
03:51,18:51,18.52,energy_consumption
04:06,19:06,20.52,energy_consumption
04:21,19:21,14.26,energy_consumption
04:36,19:36,12.38,energy_consumption
04:51,19:51,10.79,energy_consumption
05:06,20:06,13.21,energy_consumption
05:21,20:21,14.09,energy_consumption
05:36,20:36,19.36,energy_consumption
05:51,20:51,15.67,energy_consumption
06:06,21:06,8.68,energy_consumption
06:21,21:21,14.86,energy_consumption
06:36,21:36,22.49,energy_consumption
06:51,21:51,23.02,energy_consumption
07:06,22:06,7.4,energy_consumption
07:21,22:21,19.8,energy_consumption
07:36,22:36,16.85,energy_consumption
07:51,22:51,19.41,energy_consumption
08:06,23:06,16.66,energy_consumption
08:21,23:21,5.61,energy_consumption
08:36,23:36,17.2,energy_consumption
08:51,23:51,12.29,energy_consumption
09:06,00:06,23.07,energy_consumption
09:21,00:21,13.94,energy_consumption
09:36,00:36,10.91,energy_consumption
09:51,00:51,13.43,energy_consumption
10:06,01:06,40.04,energy_consumption
10:21,01:21,72.12,energy_consumption
10:36,01:36,54.81,energy_consumption
10:51,01:51,44.03,energy_consumption
11:06,02:06,49.26,energy_consumption
11:21,02:21,66.64,energy_consumption
11:36,02:36,52.05,energy_consumption
11:51,02:51,40.63,energy_consumption
12:06,03:06,48.57,energy_consumption
12:21,03:21,51.71,energy_consumption
12:36,03:36,74.31,energy_consumption
12:51,03:51,47.89,energy_consumption
13:06,04:06,63.11,energy_consumption
13:21,04:21,49.33,energy_consumption
13:36,04:36,56.16,energy_consumption
13:51,04:51,41.94,energy_consumption
14:06,05:06,57.18,energy_consumption
14:21,05:21,50.44,energy_consumption
14:36,05:36,44.23,energy_consumption
14:51,05:51,59.51,energy_consumption
15:06,06:06,58.66,energy_consumption
15:21,06:21,63.69,energy_consumption
15:36,06:36,50.05,energy_consumption
15:51,06:51,63.03,energy_consumption
16:06,07:06,55.92,energy_consumption
16:21,07:21,47.72,energy_consumption
16:36,07:36,54.69,energy_consumption
16:51,07:51,47.62,energy_consumption
17:06,08:06,55.85,energy_consumption
17:21,08:21,48.89,energy_consumption
17:36,08:36,69.71,energy_consumption
17:51,08:51,49.55,energy_consumption
18:06,09:06,9.18,energy_consumption
18:21,09:21,14.95,energy_consumption
18:36,09:36,15.77,energy_consumption
18:51,09:51,7.39,energy_consumption
19:06,10:06,13.55,energy_consumption
19:21,10:21,12.95,energy_consumption
19:36,10:36,13.17,energy_consumption
19:51,10:51,22.62,energy_consumption
20:06,11:06,6.59,energy_consumption
20:21,11:21,21.26,energy_consumption
20:36,11:36,18.15,energy_consumption
20:51,11:51,9.35,energy_consumption
21:06,12:06,12.13,energy_consumption
21:21,12:21,18.27,energy_consumption
21:36,12:36,22.63,energy_consumption
21:51,12:51,15.15,energy_consumption
22:06,13:06,9.64,energy_consumption
22:21,13:21,-0.96,energy_consumption
22:36,13:36,7.15,energy_consumption
22:51,13:51,24.41,energy_consumption
23:06,14:06,15.97,energy_consumption
23:21,14:21,17.87,energy_consumption
23:36,14:36,21.61,energy_consumption
23:51,14:51,20.45,energy_consumption
00:06,15:06,28.45,energy_consumption
00:21,15:21,19.62,energy_consumption
00:36,15:36,2.81,energy_consumption
00:51,15:51,11.14,energy_consumption
01:06,16:06,14.74,energy_consumption
01:21,16:21,12.88,energy_consumption
01:36,16:36,21.72,energy_consumption
01:51,16:51,19.54,energy_consumption
02:06,17:06,16.44,energy_consumption
02:21,17:21,14.42,energy_consumption
02:36,17:36,25.1,energy_consumption
02:51,17:51,16.94,energy_consumption
03:06,18:06,12.16,energy_consumption
03:21,18:21,10.58,energy_consumption
03:36,18:36,11.9,energy_consumption
03:51,18:51,19.03,energy_consumption
04:06,19:06,18.17,energy_consumption
04:21,19:21,23.45,energy_consumption
04:36,19:36,17.69,energy_consumption
04:51,19:51,14.0,energy_consumption
05:06,20:06,17.02,energy_consumption
05:21,20:21,12.17,energy_consumption
05:36,20:36,7.03,energy_consumption
05:51,20:51,15.38,energy_consumption
06:06,21:06,8.33,energy_consumption
06:21,21:21,20.93,energy_consumption
06:36,21:36,7.57,energy_consumption
06:51,21:51,10.01,energy_consumption
07:06,22:06,28.92,energy_consumption
07:21,22:21,8.46,energy_consumption
07:36,22:36,18.65,energy_consumption
07:51,22:51,18.46,energy_consumption
08:06,23:06,23.52,energy_consumption
08:21,23:21,11.45,energy_consumption
08:36,23:36,16.54,energy_consumption
08:51,23:51,12.65,energy_consumption
09:06,00:06,6.11,energy_consumption
09:21,00:21,9.85,energy_consumption
09:36,00:36,20.35,energy_consumption
09:51,00:51,12.59,energy_consumption
10:06,01:06,50.15,energy_consumption
10:21,01:21,57.82,energy_consumption
10:36,01:36,52.05,energy_consumption
10:51,01:51,54.19,energy_consumption
11:06,02:06,35.14,energy_consumption
11:21,02:21,41.52,energy_consumption
11:36,02:36,41.5,energy_consumption
11:51,02:51,54.86,energy_consumption
12:06,03:06,67.81,energy_consumption
12:21,03:21,69.84,energy_consumption
12:36,03:36,51.55,energy_consumption
12:51,03:51,62.02,energy_consumption
13:06,04:06,52.58,energy_consumption
13:21,04:21,61.48,energy_consumption
13:36,04:36,69.87,energy_consumption
13:51,04:51,72.56,energy_consumption
14:06,05:06,55.21,energy_consumption
14:21,05:21,54.71,energy_consumption
14:36,05:36,67.29,energy_consumption
14:51,05:51,44.51,energy_consumption
15:06,06:06,56.12,energy_consumption
15:21,06:21,65.87,energy_consumption
15:36,06:36,56.09,energy_consumption
15:51,06:51,48.26,energy_consumption
16:06,07:06,58.99,energy_consumption
16:21,07:21,42.17,energy_consumption
16:36,07:36,37.74,energy_consumption
16:51,07:51,51.47,energy_consumption
17:06,08:06,59.48,energy_consumption
17:21,08:21,45.25,energy_consumption
17:36,08:36,68.1,energy_consumption
17:51,08:51,43.95,energy_consumption
18:06,09:06,15.32,energy_consumption
18:21,09:21,17.12,energy_consumption
18:36,09:36,23.74,energy_consumption
18:51,09:51,12.69,energy_consumption
19:06,10:06,11.07,energy_consumption
19:21,10:21,16.5,energy_consumption
19:36,10:36,10.36,energy_consumption
19:51,10:51,12.57,energy_consumption
20:06,11:06,8.38,energy_consumption
20:21,11:21,12.05,energy_consumption
20:36,11:36,21.95,energy_consumption
20:51,11:51,22.13,energy_consumption
21:06,12:06,22.69,energy_consumption
21:21,12:21,16.27,energy_consumption
21:36,12:36,15.09,energy_consumption
21:51,12:51,13.25,energy_consumption
22:06,13:06,18.26,energy_consumption
22:21,13:21,15.24,energy_consumption
22:36,13:36,14.51,energy_consumption
22:51,13:51,16.59,energy_consumption
23:06,14:06,11.77,energy_consumption
23:21,14:21,12.29,energy_consumption
23:36,14:36,17.76,energy_consumption
23:51,14:51,16.38,energy_consumption
00:06,15:06,11.23,energy_consumption
00:21,15:21,17.36,energy_consumption
00:36,15:36,22.05,energy_consumption
00:51,15:51,14.81,energy_consumption
01:06,16:06,10.59,energy_consumption
01:21,16:21,14.17,energy_consumption
01:36,16:36,14.47,energy_consumption
01:51,16:51,10.58,energy_consumption
02:06,17:06,22.8,energy_consumption
02:21,17:21,11.89,energy_consumption
02:36,17:36,22.59,energy_consumption
02:51,17:51,21.08,energy_consumption
03:06,18:06,24.45,energy_consumption
03:21,18:21,22.08,energy_consumption
03:36,18:36,16.69,energy_consumption
03:51,18:51,15.04,energy_consumption
04:06,19:06,7.55,energy_consumption
04:21,19:21,24.45,energy_consumption
04:36,19:36,17.89,energy_consumption
04:51,19:51,15.98,energy_consumption
05:06,20:06,24.08,energy_consumption
05:21,20:21,16.89,energy_consumption
05:36,20:36,14.5,energy_consumption
05:51,20:51,11.06,energy_consumption
06:06,21:06,12.34,energy_consumption
06:21,21:21,26.5,energy_consumption
06:36,21:36,20.03,energy_consumption
06:51,21:51,12.1,energy_consumption
07:06,22:06,18.91,energy_consumption
07:21,22:21,17.05,energy_consumption
07:36,22:36,5.67,energy_consumption
07:51,22:51,17.22,energy_consumption
08:06,23:06,11.76,energy_consumption
08:21,23:21,14.56,energy_consumption
08:36,23:36,22.95,energy_consumption
08:51,23:51,13.62,energy_consumption
09:06,00:06,7.36,energy_consumption
09:21,00:21,21.44,energy_consumption
09:36,00:36,17.61,energy_consumption
09:51,00:51,5.11,energy_consumption
10:06,01:06,72.57,energy_consumption
10:21,01:21,64.0,energy_consumption
10:36,01:36,53.39,energy_consumption
10:51,01:51,59.71,energy_consumption
11:06,02:06,49.76,energy_consumption
11:21,02:21,57.44,energy_consumption
11:36,02:36,37.64,energy_consumption
11:51,02:51,54.49,energy_consumption
12:06,03:06,71.39,energy_consumption
12:21,03:21,36.98,energy_consumption
12:36,03:36,42.29,energy_consumption
12:51,03:51,57.98,energy_consumption
13:06,04:06,63.37,energy_consumption
13:21,04:21,53.36,energy_consumption
13:36,04:36,59.15,energy_consumption
13:51,04:51,55.1,energy_consumption
14:06,05:06,53.48,energy_consumption
14:21,05:21,61.8,energy_consumption
14:36,05:36,53.4,energy_consumption
14:51,05:51,59.98,energy_consumption
15:06,06:06,66.7,energy_consumption
15:21,06:21,46.04,energy_consumption
15:36,06:36,59.14,energy_consumption
15:51,06:51,54.44,energy_consumption
16:06,07:06,50.42,energy_consumption
16:21,07:21,50.72,energy_consumption
16:36,07:36,48.8,energy_consumption
16:51,07:51,60.22,energy_consumption
17:06,08:06,49.67,energy_consumption
17:21,08:21,61.06,energy_consumption
17:36,08:36,54.38,energy_consumption
17:51,08:51,51.24,energy_consumption
18:06,09:06,15.87,energy_consumption
18:21,09:21,19.0,energy_consumption
18:36,09:36,16.15,energy_consumption
18:51,09:51,20.27,energy_consumption
19:06,10:06,15.07,energy_consumption
19:21,10:21,18.33,energy_consumption
19:36,10:36,14.61,energy_consumption
19:51,10:51,11.98,energy_consumption
20:06,11:06,14.02,energy_consumption
20:21,11:21,10.47,energy_consumption
20:36,11:36,11.25,energy_consumption
20:51,11:51,17.48,energy_consumption
21:06,12:06,17.17,energy_consumption
21:21,12:21,19.83,energy_consumption
21:36,12:36,19.19,energy_consumption
21:51,12:51,18.41,energy_consumption
22:06,13:06,17.89,energy_consumption
22:21,13:21,20.18,energy_consumption
22:36,13:36,13.98,energy_consumption
22:51,13:51,17.01,energy_consumption
23:06,14:06,14.76,energy_consumption
23:21,14:21,19.66,energy_consumption
23:36,14:36,16.47,energy_consumption
23:51,14:51,13.6,energy_consumption
00:06,15:06,11.63,energy_consumption
00:21,15:21,1.1,energy_consumption
00:36,15:36,12.56,energy_consumption
00:51,15:51,13.28,energy_consumption
01:06,16:06,19.57,energy_consumption
01:21,16:21,23.52,energy_consumption
01:36,16:36,14.03,energy_consumption
01:51,16:51,15.18,energy_consumption
02:06,17:06,8.03,energy_consumption
02:21,17:21,15.91,energy_consumption
02:36,17:36,22.04,energy_consumption
02:51,17:51,19.67,energy_consumption
03:06,18:06,1.65,energy_consumption
03:21,18:21,22.36,energy_consumption
03:36,18:36,12.56,energy_consumption
03:51,18:51,13.89,energy_consumption
04:06,19:06,12.63,energy_consumption
04:21,19:21,1.29,energy_consumption
04:36,19:36,6.18,energy_consumption
04:51,19:51,25.54,energy_consumption
05:06,20:06,14.78,energy_consumption
05:21,20:21,23.37,energy_consumption
05:36,20:36,22.82,energy_consumption
05:51,20:51,16.24,energy_consumption
06:06,21:06,13.85,energy_consumption
06:21,21:21,15.23,energy_consumption
06:36,21:36,17.38,energy_consumption
06:51,21:51,14.32,energy_consumption
07:06,22:06,20.95,energy_consumption
07:21,22:21,9.8,energy_consumption
07:36,22:36,12.17,energy_consumption
07:51,22:51,11.48,energy_consumption
08:06,23:06,20.9,energy_consumption
08:21,23:21,13.32,energy_consumption
08:36,23:36,9.05,energy_consumption
08:51,23:51,7.61,energy_consumption
09:06,00:06,18.15,energy_consumption
09:21,00:21,8.56,energy_consumption
09:36,00:36,9.56,energy_consumption
09:51,00:51,4.96,energy_consumption
10:06,01:06,48.37,energy_consumption
10:21,01:21,47.45,energy_consumption
10:36,01:36,67.91,energy_consumption
10:51,01:51,52.09,energy_consumption
11:06,02:06,53.93,energy_consumption
11:21,02:21,54.64,energy_consumption
11:36,02:36,56.53,energy_consumption
11:51,02:51,38.63,energy_consumption
12:06,03:06,52.07,energy_consumption
12:21,03:21,66.1,energy_consumption
12:36,03:36,62.28,energy_consumption
12:51,03:51,59.3,energy_consumption
13:06,04:06,42.3,energy_consumption
13:21,04:21,63.93,energy_consumption
13:36,04:36,73.83,energy_consumption
13:51,04:51,59.19,energy_consumption
14:06,05:06,49.36,energy_consumption
14:21,05:21,64.3,energy_consumption
14:36,05:36,44.63,energy_consumption
14:51,05:51,78.39,energy_consumption
15:06,06:06,34.01,energy_consumption
15:21,06:21,72.88,energy_consumption
15:36,06:36,47.37,energy_consumption
15:51,06:51,52.12,energy_consumption
16:06,07:06,52.09,energy_consumption
16:21,07:21,63.39,energy_consumption
16:36,07:36,71.52,energy_consumption
16:51,07:51,64.82,energy_consumption
17:06,08:06,65.1,energy_consumption
17:21,08:21,58.46,energy_consumption
17:36,08:36,63.8,energy_consumption
17:51,08:51,49.73,energy_consumption
18:06,09:06,17.82,energy_consumption
18:21,09:21,14.28,energy_consumption
18:36,09:36,7.69,energy_consumption
18:51,09:51,15.34,energy_consumption
19:06,10:06,5.29,energy_consumption
19:21,10:21,16.09,energy_consumption
19:36,10:36,18.61,energy_consumption
19:51,10:51,12.24,energy_consumption
20:06,11:06,14.25,energy_consumption
20:21,11:21,6.56,energy_consumption
20:36,11:36,16.56,energy_consumption
20:51,11:51,5.74,energy_consumption
21:06,12:06,17.21,energy_consumption
21:21,12:21,10.13,energy_consumption
21:36,12:36,16.41,energy_consumption
21:51,12:51,14.98,energy_consumption
22:06,13:06,9.32,energy_consumption
22:21,13:21,8.12,energy_consumption
22:36,13:36,11.03,energy_consumption
22:51,13:51,11.92,energy_consumption
23:06,14:06,16.25,energy_consumption
23:21,14:21,18.51,energy_consumption
23:36,14:36,18.1,energy_consumption
23:51,14:51,13.56,energy_consumption
00:06,15:06,15.13,energy_consumption
00:21,15:21,9.08,energy_consumption
00:36,15:36,21.09,energy_consumption
00:51,15:51,10.67,energy_consumption
01:06,16:06,24.85,energy_consumption
01:21,16:21,16.71,energy_consumption
01:36,16:36,6.31,energy_consumption
01:51,16:51,14.9,energy_consumption
02:06,17:06,3.48,energy_consumption
02:21,17:21,11.79,energy_consumption
02:36,17:36,13.75,energy_consumption
02:51,17:51,19.69,energy_consumption
03:06,18:06,19.56,energy_consumption
03:21,18:21,19.56,energy_consumption
03:36,18:36,10.49,energy_consumption
03:51,18:51,11.13,energy_consumption
04:06,19:06,15.74,energy_consumption
04:21,19:21,12.66,energy_consumption
04:36,19:36,19.21,energy_consumption
04:51,19:51,24.06,energy_consumption
05:06,20:06,11.1,energy_consumption
05:21,20:21,7.85,energy_consumption
05:36,20:36,17.82,energy_consumption
05:51,20:51,16.09,energy_consumption
06:06,21:06,12.07,energy_consumption
06:21,21:21,11.38,energy_consumption
06:36,21:36,10.14,energy_consumption
06:51,21:51,17.11,energy_consumption
07:06,22:06,18.52,energy_consumption
07:21,22:21,17.37,energy_consumption
07:36,22:36,12.6,energy_consumption
07:51,22:51,12.21,energy_consumption
08:06,23:06,18.83,energy_consumption
08:21,23:21,6.32,energy_consumption
08:36,23:36,12.96,energy_consumption
08:51,23:51,15.9,energy_consumption
09:06,00:06,8.71,energy_consumption
09:21,00:21,12.99,energy_consumption
09:36,00:36,19.23,energy_consumption
09:51,00:51,14.95,energy_consumption
10:06,01:06,70.89,energy_consumption
10:21,01:21,53.86,energy_consumption
10:36,01:36,63.03,energy_consumption
10:51,01:51,60.29,energy_consumption
11:06,02:06,58.25,energy_consumption
11:21,02:21,44.66,energy_consumption
11:36,02:36,55.42,energy_consumption
11:51,02:51,60.92,energy_consumption
12:06,03:06,59.96,energy_consumption
12:21,03:21,49.66,energy_consumption
12:36,03:36,30.96,energy_consumption
12:51,03:51,52.15,energy_consumption
13:06,04:06,75.85,energy_consumption
13:21,04:21,69.71,energy_consumption
13:36,04:36,36.12,energy_consumption
13:51,04:51,51.52,energy_consumption
14:06,05:06,58.16,energy_consumption
14:21,05:21,58.17,energy_consumption
14:36,05:36,57.01,energy_consumption
14:51,05:51,46.78,energy_consumption
15:06,06:06,31.5,energy_consumption
15:21,06:21,45.25,energy_consumption
15:36,06:36,46.2,energy_consumption
15:51,06:51,42.19,energy_consumption
16:06,07:06,49.1,energy_consumption
16:21,07:21,47.12,energy_consumption
16:36,07:36,76.02,energy_consumption
16:51,07:51,57.61,energy_consumption
17:06,08:06,46.18,energy_consumption
17:21,08:21,55.95,energy_consumption
17:36,08:36,51.79,energy_consumption
17:51,08:51,41.75,energy_consumption
18:06,09:06,15.97,energy_consumption
18:21,09:21,15.89,energy_consumption
18:36,09:36,13.52,energy_consumption
18:51,09:51,13.44,energy_consumption
19:06,10:06,22.97,energy_consumption
19:21,10:21,17.61,energy_consumption
19:36,10:36,14.74,energy_consumption
19:51,10:51,14.65,energy_consumption
20:06,11:06,14.1,energy_consumption
20:21,11:21,11.44,energy_consumption
20:36,11:36,10.63,energy_consumption
20:51,11:51,14.5,energy_consumption
21:06,12:06,9.37,energy_consumption
21:21,12:21,13.06,energy_consumption
21:36,12:36,17.63,energy_consumption
21:51,12:51,4.89,energy_consumption
22:06,13:06,13.93,energy_consumption
22:21,13:21,17.71,energy_consumption
22:36,13:36,15.48,energy_consumption
22:51,13:51,17.07,energy_consumption
23:06,14:06,11.3,energy_consumption
23:21,14:21,13.34,energy_consumption
23:36,14:36,13.79,energy_consumption
23:51,14:51,23.51,energy_consumption
00:06,15:06,48.25,energy_consumption
00:21,15:21,55.56,energy_consumption
00:36,15:36,42.88,energy_consumption
00:51,15:51,42.43,energy_consumption
01:06,16:06,64.1,energy_consumption
01:21,16:21,60.79,energy_consumption
01:36,16:36,37.5,energy_consumption
01:51,16:51,45.57,energy_consumption
02:06,17:06,42.42,energy_consumption
02:21,17:21,56.93,energy_consumption
02:36,17:36,58.11,energy_consumption
02:51,17:51,51.36,energy_consumption
03:06,18:06,58.93,energy_consumption
03:21,18:21,36.38,energy_consumption
03:36,18:36,70.97,energy_consumption
03:51,18:51,49.88,energy_consumption
04:06,19:06,67.24,energy_consumption
04:21,19:21,62.39,energy_consumption
04:36,19:36,61.98,energy_consumption
04:51,19:51,48.62,energy_consumption
05:06,20:06,61.66,energy_consumption
05:21,20:21,67.73,energy_consumption
05:36,20:36,53.17,energy_consumption
05:51,20:51,67.58,energy_consumption
06:06,21:06,47.25,energy_consumption
06:21,21:21,53.57,energy_consumption
06:36,21:36,39.65,energy_consumption
06:51,21:51,65.45,energy_consumption
07:06,22:06,48.97,energy_consumption
07:21,22:21,67.08,energy_consumption
07:36,22:36,62.14,energy_consumption
07:51,22:51,56.75,energy_consumption
08:06,23:06,69.87,energy_consumption
08:21,23:21,62.95,energy_consumption
08:36,23:36,63.98,energy_consumption
08:51,23:51,51.78,energy_consumption
09:06,00:06,58.01,energy_consumption
09:21,00:21,52.11,energy_consumption
09:36,00:36,64.92,energy_consumption
09:51,00:51,68.9,energy_consumption
10:06,01:06,61.28,energy_consumption
10:21,01:21,50.0,energy_consumption
10:36,01:36,68.6,energy_consumption
10:51,01:51,50.64,energy_consumption
11:06,02:06,46.02,energy_consumption
11:21,02:21,53.74,energy_consumption
11:36,02:36,60.49,energy_consumption
11:51,02:51,51.84,energy_consumption
12:06,03:06,53.1,energy_consumption
12:21,03:21,43.72,energy_consumption
12:36,03:36,63.5,energy_consumption
12:51,03:51,50.67,energy_consumption
13:06,04:06,62.56,energy_consumption
13:21,04:21,55.35,energy_consumption
13:36,04:36,50.96,energy_consumption
13:51,04:51,67.02,energy_consumption
14:06,05:06,62.76,energy_consumption
14:21,05:21,52.24,energy_consumption
14:36,05:36,56.43,energy_consumption
14:51,05:51,53.98,energy_consumption
15:06,06:06,62.4,energy_consumption
15:21,06:21,41.47,energy_consumption
15:36,06:36,71.32,energy_consumption
15:51,06:51,67.1,energy_consumption
16:06,07:06,54.56,energy_consumption
16:21,07:21,35.65,energy_consumption
16:36,07:36,54.4,energy_consumption
16:51,07:51,46.78,energy_consumption
17:06,08:06,53.55,energy_consumption
17:21,08:21,54.65,energy_consumption
17:36,08:36,63.68,energy_consumption
17:51,08:51,52.54,energy_consumption
18:06,09:06,67.27,energy_consumption
18:21,09:21,54.61,energy_consumption
18:36,09:36,58.13,energy_consumption
18:51,09:51,77.04,energy_consumption
19:06,10:06,44.04,energy_consumption
19:21,10:21,49.57,energy_consumption
19:36,10:36,55.96,energy_consumption
19:51,10:51,59.65,energy_consumption
20:06,11:06,69.36,energy_consumption
20:21,11:21,64.62,energy_consumption
20:36,11:36,47.99,energy_consumption
20:51,11:51,44.18,energy_consumption
21:06,12:06,56.15,energy_consumption
21:21,12:21,61.96,energy_consumption
21:36,12:36,67.78,energy_consumption
21:51,12:51,74.2,energy_consumption
22:06,13:06,63.38,energy_consumption
22:21,13:21,55.16,energy_consumption
22:36,13:36,62.33,energy_consumption
22:51,13:51,61.38,energy_consumption
23:06,14:06,48.07,energy_consumption
23:21,14:21,44.0,energy_consumption
23:36,14:36,48.26,energy_consumption
23:51,14:51,59.84,energy_consumption
00:06,15:06,46.77,energy_consumption
00:21,15:21,47.56,energy_consumption
00:36,15:36,53.63,energy_consumption
00:51,15:51,72.08,energy_consumption
01:06,16:06,34.72,energy_consumption
01:21,16:21,53.2,energy_consumption
01:36,16:36,33.14,energy_consumption
01:51,16:51,66.54,energy_consumption
02:06,17:06,52.69,energy_consumption
02:21,17:21,69.41,energy_consumption
02:36,17:36,56.79,energy_consumption
02:51,17:51,48.27,energy_consumption
03:06,18:06,55.59,energy_consumption
03:21,18:21,43.99,energy_consumption
03:36,18:36,39.15,energy_consumption
03:51,18:51,61.37,energy_consumption
04:06,19:06,54.21,energy_consumption
04:21,19:21,60.43,energy_consumption
04:36,19:36,80.91,energy_consumption
04:51,19:51,67.35,energy_consumption
05:06,20:06,64.94,energy_consumption
05:21,20:21,41.8,energy_consumption
05:36,20:36,59.83,energy_consumption
05:51,20:51,66.3,energy_consumption
06:06,21:06,73.46,energy_consumption
06:21,21:21,56.32,energy_consumption
06:36,21:36,50.01,energy_consumption
06:51,21:51,73.37,energy_consumption
07:06,22:06,65.23,energy_consumption
07:21,22:21,35.89,energy_consumption
07:36,22:36,39.07,energy_consumption
07:51,22:51,56.8,energy_consumption
08:06,23:06,61.48,energy_consumption
08:21,23:21,62.09,energy_consumption
08:36,23:36,49.47,energy_consumption
08:51,23:51,48.07,energy_consumption
09:06,00:06,73.25,energy_consumption
09:21,00:21,68.87,energy_consumption
09:36,00:36,45.39,energy_consumption
09:51,00:51,79.24,energy_consumption
10:06,01:06,66.62,energy_consumption
10:21,01:21,49.64,energy_consumption
10:36,01:36,56.39,energy_consumption
10:51,01:51,56.75,energy_consumption
11:06,02:06,67.64,energy_consumption
11:21,02:21,53.67,energy_consumption
11:36,02:36,65.98,energy_consumption
11:51,02:51,59.4,energy_consumption
12:06,03:06,57.16,energy_consumption
12:21,03:21,75.24,energy_consumption
12:36,03:36,41.29,energy_consumption
